,TRADE_VOLUME,TRADE_VALUE,TRADE_COUNT,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE
390,100226,3909016.0,4,39.0,40.0,39.0,39.0
391,29000,1131000.0,1,39.0,39.0,39.0,39.0
392,472,18348.0,3,36.25,40.0,36.25,38.87
393,425,15345.6,3,37.2,37.2,35.51,36.11
394,522,20727.49,5,39.7,39.72,39.69,39.71
395,250,9800.0,1,39.2,39.2,39.2,39.71
396,11937,465554.24,11,39.01,39.03,39.0,39.0
397,148869,5895298.35,5,40.0,40.05,39.6,39.6
398,2009,76342.36,3,38.01,38.01,38.0,38.0
399,1100,41913.0,4,38.1,38.13,38.1,38.1
400,4200,160664.94,6,38.0,38.5,38.0,38.25
401,79,3057.65,2,38.51,38.99,38.51,38.25
402,39045,1522455.0,6,38.0,39.0,38.0,38.99
403,1566,59655.1,7,38.0,38.99,36.3,38.09
404,750,28575.0,3,38.1,38.1,38.1,38.1
405,1100,41900.0,3,38.0,38.1,38.0,38.09
406,2700,102870.0,9,38.1,38.1,38.1,38.1
407,11,401.72,1,36.52,36.52,36.52,38.1
408,4724,174855.94,8,36.81,38.0,36.81,37.01
409,200,7600.0,1,38.0,38.0,38.0,37.01
410,10277,380254.4,19,36.78,37.01,36.78,37.0
411,1800,66433.6,6,37.0,37.0,36.86,36.91
412,6426,237589.76,6,37.0,37.0,36.88,36.97
413,2375,85244.85,6,36.8,36.8,35.36,35.89
414,1000,36000.0,2,36.0,36.0,36.0,36.0
415,36239,1340712.26,57,37.0,37.0,36.05,37.0
416,6100,232016.1,8,36.99,39.0,36.99,38.04
417,694,25072.4,7,34.6,36.98,34.6,36.13
418,2934,111982.0,5,38.0,39.5,37.48,38.17
419,100,3439.27,3,34.4,34.4,34.38,38.17
420,6500,248231.1,14,37.8,39.0,34.5,38.19
421,2025,71459.95,7,34.51,35.5,34.51,35.29
422,574,20012.8,3,34.51,35.29,34.51,34.87
423,6750,249759.0,15,37.01,37.01,37.0,37.0
424,6627,254007.93,18,37.0,38.5,37.0,38.33
425,25,906.25,1,36.25,36.25,36.25,38.33
426,14204,555770.16,21,38.97,40.0,38.0,39.13
427,42779,1704343.2,53,39.0,42.0,35.75,39.84
428,51,1840.59,1,36.09,36.09,36.09,39.84
429,24,876.72,1,36.53,36.53,36.53,39.84
430,22950,894552.0,2,36.51,39.0,36.51,38.98
431,105800,4126160.0,7,38.98,39.0,38.98,39.0
432,30,1110.25,2,37.0,37.01,37.0,39.0
433,7500,293500.0,6,39.0,39.5,39.0,39.13
434,27377,1081233.1,21,39.5,39.5,39.02,39.49
435,14874,580086.0,10,39.0,39.0,39.0,39.0
436,250001,9750039.0,8,39.0,39.0,39.0,39.0
437,78682,3067991.11,10,39.0,39.0,36.57,38.99
438,2596,101269.96,4,39.01,39.01,39.01,39.01
439,29457,1175330.26,14,39.01,40.0,39.01,39.9
440,200,7902.3,3,39.01,40.35,39.01,39.9
441,2798,109127.12,4,39.0,39.01,39.0,39.0
442,9234,361588.5,14,39.5,39.5,39.0,39.16
443,36372,1420710.33,16,39.0,40.0,39.0,39.06
444,1300,51350.0,3,39.5,39.5,39.5,39.5
445,231,9011.31,1,39.01,39.01,39.01,39.5
446,596,23805.35,5,39.01,40.0,39.01,39.94
447,17559,710949.5,19,40.38,40.5,40.38,40.49
448,2942,117845.94,4,40.02,40.08,40.02,40.06
449,357634,14678937.58,28,40.9,41.99,40.9,41.04
450,25,1025.0,1,41.0,41.0,41.0,41.04
451,16558,679117.92,42,41.04,41.04,40.03,41.01
452,48000,1967950.0,5,40.02,41.25,40.02,41.0
453,2769,117018.75,8,41.5,42.5,41.22,42.26
454,348,14268.0,2,41.0,41.0,41.0,41.0
455,150,6150.0,1,41.0,41.0,41.0,41.0
456,2543,104263.0,2,41.0,41.0,41.0,41.0
457,7286,301772.48,10,41.5,41.5,41.05,41.42
458,50713,2129371.6,15,40.5,42.0,40.05,41.99
459,551,22795.61,2,41.5,41.5,40.11,41.37
460,90731,3810968.0,13,42.0,42.5,42.0,42.0
461,9600,398925.0,2,41.55,42.0,41.55,41.55
462,143979,6047086.9,17,42.0,42.0,41.99,42.0
463,1031,42276.31,3,41.01,41.01,41.0,41.01
464,1300,53480.0,4,41.2,41.2,41.1,41.14
465,1504,62416.0,3,41.5,41.5,41.5,41.5
466,25,1030.0,1,41.2,41.2,41.2,41.5
467,371090,15534507.5,27,41.25,42.0,41.25,41.86
468,155250,6520167.5,11,40.75,42.0,40.75,42.0
469,119148,5018818.3,15,41.5,42.15,41.5,42.12
470,33,1320.33,1,40.01,40.01,40.01,42.12
471,10,420.0,1,42.0,42.0,42.0,42.12
472,3390,139023.9,7,41.01,41.01,41.01,41.01
473,1500,61500.0,1,41.0,41.0,41.0,41.0
474,32844,1346604.0,5,41.0,41.0,41.0,41.0
475,147,5881.47,1,40.01,40.01,40.01,41.0
476,772,32281.2,4,41.0,42.1,41.0,41.82
477,372,15577.16,2,41.99,41.99,40.03,41.87
478,641,26601.5,2,41.5,41.5,41.5,41.5
479,41,1652.75,2,40.3,40.35,40.3,41.5
480,59,2360.0,1,40.0,40.0,40.0,41.5
481,16401,656053.97,6,39.1,40.01,39.1,40.0
482,1050,42000.0,2,40.0,40.0,40.0,40.0
483,25744,1054728.09,8,40.0,41.0,40.0,40.97
484,118,4790.8,2,40.6,40.6,40.6,40.97
485,40,1624.0,1,40.6,40.6,40.6,40.97
486,9217,368724.25,12,40.01,40.05,40.0,40.0
487,45747,1809314.9,18,38.51,41.8,38.51,39.55
488,1000,39000.0,2,39.0,39.0,39.0,39.0
489,7320,287526.0,2,39.0,39.3,39.0,39.28
490,34090,1425582.4,2,38.75,38.75,38.75,39.28
491,175,6825.0,2,39.0,39.0,39.0,39.28
492,1825,71175.0,2,39.0,39.0,39.0,39.0
493,135,5386.5,1,39.9,39.9,39.9,39.0
494,100,3970.0,1,39.7,39.7,39.7,39.0
495,180,6975.0,1,38.75,38.75,38.75,39.0
496,620,23560.0,2,38.0,38.0,38.0,38.0
497,215,8143.05,4,38.01,38.01,35.1,38.0
498,20000,760000.0,6,38.0,38.0,38.0,38.0
499,50,1825.0,1,36.5,36.5,36.5,38.0
500,40,1460.38,2,36.51,36.51,36.5,38.0
501,278,10152.0,3,36.5,36.55,36.5,36.52
502,2070,75475.0,5,36.5,36.5,36.1,36.46
503,660,23556.6,4,36.15,36.15,35.16,35.69
504,252,9343.8,4,35.1,37.25,32.6,35.69
505,711,24694.67,4,35.5,35.5,34.01,34.73
506,90,3307.0,2,34.44,37.49,34.44,34.73
507,10,344.5,1,34.45,34.45,34.45,34.73
508,399,14140.0,2,35.0,35.5,35.0,35.44
509,100,3600.0,1,36.0,36.0,36.0,35.44
510,4091,147236.8,8,35.0,36.0,35.0,35.99
511,109,3816.0,2,35.01,35.01,35.0,35.99
512,110,3966.6,1,36.06,36.06,36.06,35.99
513,9000,328694.4,5,37.45,37.49,36.5,36.52
514,4207,158657.03,6,37.49,38.0,37.0,37.71
515,38533,1453079.43,1,37.71,37.71,37.71,37.71
516,42410,1599281.1,2,37.71,37.71,37.71,37.71
517,2455,91878.3,4,36.0,37.5,36.0,37.42
518,33779,1279936.19,47,37.42,38.0,37.42,37.89
519,13450,508299.49,14,37.89,38.0,37.0,37.79
520,161,5957.0,2,37.0,37.0,37.0,37.79
521,10489,392933.0,19,37.0,37.5,37.0,37.46
522,296,11098.52,2,37.0,37.99,37.0,37.5
523,3312,121881.6,3,36.8,36.8,36.8,36.8
524,8811,321586.5,16,36.5,36.5,36.49,36.5
525,20,700.0,2,35.0,35.0,35.0,36.5
526,308,11242.0,2,36.5,36.5,36.5,36.5
527,118446,4321708.75,12,36.5,36.5,36.48,36.49
528,1000,36000.0,1,36.0,36.0,36.0,36.0
529,500,17505.0,1,35.01,35.01,35.01,35.01
530,272,9656.0,1,35.5,35.5,35.5,35.01
531,228,8094.0,2,35.5,35.5,35.5,35.01
532,117410,4109259.26,14,31.51,35.0,31.51,35.0
533,800060,28001952.78,9,32.53,35.0,32.53,35.0
534,400350,14012215.0,4,35.0,35.0,34.9,35.0
535,90,2917.04,6,31.52,33.0,31.52,35.0
536,150,5175.0,1,34.5,34.5,34.5,35.0
537,78,2597.72,2,31.54,34.98,31.54,35.0
538,1120,35448.05,7,31.61,32.0,31.6,31.65
539,40896,1309322.0,8,33.0,33.0,32.0,32.02
540,1024,32768.0,5,32.0,32.0,32.0,32.0
541,9366,299743.5,57,32.0,32.1,32.0,32.0
542,15760,504320.0,10,32.0,32.0,32.0,32.0
543,866,25982.0,6,30.01,30.01,30.0,30.0
544,50,1375.0,1,27.5,27.5,27.5,30.0
545,18960,568800.0,59,30.0,30.0,30.0,30.0
546,47457,1423710.0,15,30.0,30.0,30.0,30.0
547,7252,217560.0,8,30.0,30.0,30.0,30.0
548,30,900.0,1,30.0,30.0,30.0,30.0
549,100,3298.0,1,32.98,32.98,32.98,30.0
550,97794,3128704.0,4,32.0,32.0,31.0,31.99
551,8500,271915.0,5,31.99,31.99,31.99,31.99
552,58656,1876895.11,12,32.0,32.0,30.01,32.0
553,704,22528.0,1,32.0,32.0,32.0,32.0
554,55,1601.6,2,29.12,29.12,29.12,32.0
555,3516,112260.35,6,30.0,32.96,30.0,31.93
556,400,13948.01,5,34.79,34.95,34.79,34.87
557,60,2040.0,1,34.0,34.0,34.0,34.87
558,20232,667932.54,4,33.99,34.0,31.52,33.01
559,130050,4381342.5,10,33.9,33.9,32.98,33.69
560,2232,69192.0,5,31.0,31.0,31.0,31.0
561,9857,305581.17,15,31.03,31.03,31.0,31.0
562,7959,246729.0,3,31.0,31.0,31.0,31.0
563,32,929.6,1,29.05,29.05,29.05,31.0
564,700,19733.6,4,29.05,29.05,28.1,28.19
565,2600,80600.0,1,31.0,31.0,31.0,31.0
566,142,4016.19,2,28.29,28.29,28.28,31.0
567,99,2871.5,2,29.01,29.01,29.0,31.0
568,4,112.28,1,28.07,28.07,28.07,31.0
569,28,787.9,2,28.1,28.15,28.1,31.0
570,128917,3987402.81,4,30.93,30.93,30.93,30.93
571,1685,48181.8,7,28.5,28.71,28.5,28.59
572,147,4181.21,2,28.45,28.45,28.43,28.59
573,349,10728.95,3,30.73,30.75,30.73,30.74
574,4621,138825.13,9,30.7,30.73,30.0,30.04
575,12522,375660.0,10,30.0,30.0,30.0,30.0
576,240,7200.0,1,30.0,30.0,30.0,30.0
577,4315,125328.0,6,30.0,30.0,28.75,29.04
578,500,15360.0,1,30.72,30.72,30.72,30.72
579,88,2596.0,3,29.5,29.5,29.5,30.72
580,57278,1717767.22,10,30.0,30.0,29.98,29.99
581,34607,1037642.92,4,28.4,29.99,28.4,29.98
582,230,6705.9,2,29.85,29.85,28.52,29.98
583,600,16780.0,2,27.8,28.0,27.8,27.97
