,TRADE_VOLUME,TRADE_VALUE,TRADE_COUNT,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE
438,235402,12522626.35,141,53.8,53.9,52.71,53.2
439,68466,3551850.7,99,52.0,52.69,50.12,51.88
440,7329,375436.07,24,50.41,51.98,50.06,51.23
441,93175,4674754.23,114,51.7,51.7,49.6,50.17
442,28985,1450885.98,61,50.87,50.97,49.6,50.06
443,48735,2434844.85,41,50.0,50.0,49.55,49.96
444,31433,1562280.87,23,50.0,50.0,49.51,49.7
445,151225,7557895.85,74,49.89,50.0,49.46,49.98
446,18970,938686.4,46,49.45,49.95,49.11,49.48
447,174462,8720273.98,206,50.05,50.5,49.11,49.98
448,161877,8058529.31,99,49.97,50.0,49.0,49.78
449,78117,3829838.22,108,49.49,49.49,48.5,49.03
450,320539,16634259.39,314,49.0,53.29,49.0,51.89
451,112735,5856245.38,154,52.99,53.0,51.24,51.95
452,280038,14546777.76,257,52.25,52.5,51.0,51.95
453,216481,11595520.71,231,52.5,54.4,52.0,53.56
454,123426,6550744.27,194,52.03,54.2,52.03,53.07
455,90346,4793407.28,143,53.0,53.8,51.52,53.06
456,370701,20525972.76,481,53.01,56.8,53.01,55.37
457,164356,9258024.16,275,56.5,57.74,55.1,56.33
458,373161,20857498.67,176,55.11,56.0,54.5,55.89
459,119089,6543884.11,137,55.0,55.9,54.0,54.95
460,155438,8535703.76,212,53.28,55.25,53.28,54.91
461,165195,9157846.31,264,55.02,56.5,54.95,55.44
462,120987,6840111.29,206,56.0,57.6,56.0,56.54
463,253252,15037341.22,359,57.5,61.5,57.05,59.38
464,676716,40758752.12,420,59.9,61.49,59.0,60.23
465,210920,13046633.09,343,61.0,62.9,60.05,61.86
466,118839,7302957.08,303,62.0,63.0,61.0,61.45
467,376385,22542015.83,378,60.09,60.75,59.0,59.89
468,69182,4171974.58,141,60.0,61.0,59.5,60.3
469,47261,2797266.19,107,59.03,60.0,58.99,59.19
470,240494,13936246.09,322,59.01,60.0,54.01,57.95
471,65123,3844146.4,82,60.0,60.0,58.0,59.03
472,113271,6874837.19,156,59.99,62.0,59.5,60.69
473,73279,4396267.84,70,60.0,60.1,59.36,59.99
474,44659,2689525.45,64,60.99,61.0,59.99,60.22
475,41330,2493267.9,44,60.99,61.0,60.0,60.33
476,96515,5791697.24,43,60.05,60.84,60.0,60.01
477,5610,341046.4,12,60.5,61.0,60.05,60.79
478,102345,6180560.11,56,60.5,61.0,60.0,60.39
